genestableid,gene_name,gene_description,disagreement,prob_equal_ortho_adj,similarity
"ENSMUSG00000054423","cadps","ca2+ dependent secretion activator",.1459951,.9374012,"Same"
"ENSMUSG00000054428","atpif1","atpase inhibitory factor 1",1.689544,.0322453,"Different"
"ENSMUSG00000054434","tmem120b","transmembrane protein 120b",.5410314,.851903,"Same"
"ENSMUSG00000054435","gimap4","gtpase imap family member 4",1.443858,.000037,"Different"
"ENSMUSG00000054452","aes","amino terminal enhancer of split",.0021097,.9592049,"Same"
"ENSMUSG00000054453","sytl5","synaptotagmin like 5",.2295128,.8980878,"Same"
"ENSMUSG00000054455","vapb","vesicle associated membrane protein associated protein b and c",.157004,.906009,"Same"
"ENSMUSG00000054459","vsnl1","visinin like 1",.1821241,.8772232,"Same"
"ENSMUSG00000054469","lclat1","lysocardiolipin acyltransferase 1",1.288319,5.23e-08,"Different"
"ENSMUSG00000054474","thnsl2","threonine synthase like 2 bacterial ",.0002666,.9644368,"Same"
"ENSMUSG00000054477","kcnn2","potassium intermediate/small conductance calcium activated channel subfamily n member 2",.001974,.9592049,"Same"
"ENSMUSG00000054484","tmem62","transmembrane protein 62",.0000296,.9592049,"Same"
"ENSMUSG00000054499","dedd2","death effector domain containing dna binding protein 2",.6310723,.809957,"Same"
"ENSMUSG00000054509","parp4","poly adp ribose polymerase family member 4",1.483975,.0004937,"Different"
"ENSMUSG00000054517","trim65","tripartite motif containing 65",1.444692,.0000114,"Different"
"ENSMUSG00000054520","sh3bp2","sh3 domain binding protein 2",.1586951,.8746549,"Same"
"ENSMUSG00000054604","cggbp1","cgg triplet repeat binding protein 1",1.807437,.1790813,"Same"
"ENSMUSG00000054611","kdm2a","lysine k specific demethylase 2a",.3030001,.8235413,"Same"
"ENSMUSG00000054612","mgmt","o 6 methylguanine dna methyltransferase",1.343618,.0891425,"Same"
"ENSMUSG00000054640","slc8a1","solute carrier family 8 sodium/calcium exchanger member 1",.4296691,.8772232,"Same"
"ENSMUSG00000054641","mmrn1","multimerin 1",.3364771,.8722104,"Same"
"ENSMUSG00000054659","pm20d2","peptidase m20 domain containing 2",1.514925,7.08e-06,"Different"
"ENSMUSG00000054667","irs4","insulin receptor substrate 4",.3713735,.845765,"Same"
"ENSMUSG00000054675","tmem119","transmembrane protein 119",.4338228,.810046,"Same"
"ENSMUSG00000054679","srsf12","serine/arginine rich splicing factor 12",1.326189,.0000874,"Different"
"ENSMUSG00000054693","adam10","a disintegrin and metallopeptidase domain 10",.0735424,.9419276,"Same"
"ENSMUSG00000054708","ankrd24","ankyrin repeat domain 24",.228084,.8915315,"Same"
"ENSMUSG00000054715","zscan22","zinc finger and scan domain containing 22",1.537329,.0000136,"Different"
"ENSMUSG00000054717","hmgb2","high mobility group box 2",7.90e-06,.9693936,"Same"
"ENSMUSG00000054733","msra","methionine sulfoxide reductase a",.1312576,.8746549,"Same"
"ENSMUSG00000054737","zfp182","zinc finger protein 182",1.069261,.2953604,"Same"
"ENSMUSG00000054752","fsd1l","fibronectin type iii and spry domain containing 1 like",.2284383,.8776925,"Same"
"ENSMUSG00000054793","cadm4","cell adhesion molecule 4",.443451,.8301073,"Same"
"ENSMUSG00000054808","actn4","actinin alpha 4",1.284143,.5186355,"Same"
"ENSMUSG00000054823","nsd3","nuclear receptor binding set domain protein 3",1.749097,.0084811,"Different"
"ENSMUSG00000054836","elp6","elongator acetyltransferase complex subunit 6",1.664478,.0029093,"Different"
"ENSMUSG00000054843","atrnl1","attractin like 1",.7053419,.7712171,"Same"
"ENSMUSG00000054855","rnd1","rho family gtpase 1",.0050952,.9592049,"Same"
"ENSMUSG00000054863","fam19a5","family with sequence similarity 19 member a5",.0352275,.8817207,"Same"
"ENSMUSG00000054871","tmem158","transmembrane protein 158",.1754991,.906009,"Same"
"ENSMUSG00000054874","pcnx3","pecanex homolog 3",1.448911,.1262437,"Same"
"ENSMUSG00000054889","dsp","desmoplakin",.1762113,.8746549,"Same"
"ENSMUSG00000054934","kcnmb4","potassium large conductance calcium activated channel subfamily m beta member 4",3.80e-07,.9593371,"Same"
"ENSMUSG00000054939","zfp174","zinc finger protein 174",.4690482,.8626057,"Same"
"ENSMUSG00000054942","miga1","mitoguardin 1",.0269247,.9592049,"Same"
"ENSMUSG00000054958","nt5c1a","5' nucleotidase cytosolic ia",.0271282,.9454259,"Same"
"ENSMUSG00000054967","zfp647","zinc finger protein 647",.4888715,.8647152,"Same"
"ENSMUSG00000054976","nyap2","neuronal tyrosine phophorylated phosphoinositide 3 kinase adaptor 2",1.097447,.462814,"Same"
"ENSMUSG00000055003","lrtm2","leucine rich repeats and transmembrane domains 2",.0030614,.9592049,"Same"
"ENSMUSG00000055022","cntn1","contactin 1",.0558833,.9592049,"Same"
"ENSMUSG00000055024","ep300","e1a binding protein p300",.0044795,.9045464,"Same"
"ENSMUSG00000055027","smyd1","set and mynd domain containing 1",1.673221,.0258285,"Different"
"ENSMUSG00000055041","commd5","comm domain containing 5",1.287296,.1140011,"Same"
"ENSMUSG00000055044","pdlim1","pdz and lim domain 1 elfin ",1.758048,.228553,"Same"
"ENSMUSG00000055053","nfic","nuclear factor i/c",.0013226,.9592049,"Same"
"ENSMUSG00000055065","ddx17","dead asp glu ala asp box polypeptide 17",.0713324,.8854239,"Same"
"ENSMUSG00000055069","rab39","rab39 member ras oncogene family",1.443723,.4433453,"Same"
"ENSMUSG00000055078","gabra5","gamma aminobutyric acid gaba a receptor subunit alpha 5",.0201347,.9592049,"Same"
"ENSMUSG00000055116","arntl","aryl hydrocarbon receptor nuclear translocator like",.2810007,.8980878,"Same"
"ENSMUSG00000055128","cgrrf1","cell growth regulator with ring finger domain 1",1.670334,.2919427,"Same"
"ENSMUSG00000055137","sugct","succinyl coa glutarate coa transferase",1.73016,.0011808,"Different"
"ENSMUSG00000055148","klf2","kruppel like factor 2 lung ",1.471826,.3820661,"Same"
"ENSMUSG00000055150","zfp78","zinc finger protein 78",1.06302,.6432763,"Same"
"ENSMUSG00000055200","sertad3","serta domain containing 3",.0001969,.9592049,"Same"
"ENSMUSG00000055210","foxd2","forkhead box d2",.1436515,.8772232,"Same"
"ENSMUSG00000055235","wdr86","wd repeat domain 86",1.243299,.096019,"Same"
"ENSMUSG00000055254","ntrk2","neurotrophic tyrosine kinase receptor type 2",1.198503,.5756597,"Same"
"ENSMUSG00000055313","pgbd1","piggybac transposable element derived 1",1.640335,.0061909,"Different"
"ENSMUSG00000055319","sec23ip","sec23 interacting protein",.1892197,.9201898,"Same"
"ENSMUSG00000055320","tead1","tea domain family member 1",.0257573,.9592049,"Same"
"ENSMUSG00000055334","snupn","snurportin 1",1.21784,.528069,"Same"
"ENSMUSG00000055371","stam2","signal transducing adaptor molecule sh3 domain and itam motif 2",.4545226,.8131083,"Same"
"ENSMUSG00000055373","fut9","fucosyltransferase 9",1.575364,.2455457,"Same"
"ENSMUSG00000055401","fbxo6","f box protein 6",1.182105,.5761597,"Same"
"ENSMUSG00000055407","map6","microtubule associated protein 6",.3389881,.8817207,"Same"
"ENSMUSG00000055409","nell1","nel like 1",.0079036,.9592049,"Same"
"ENSMUSG00000055421","pcdh9","protocadherin 9",.4660913,.8746549,"Same"
"ENSMUSG00000055430","nap1l5","nucleosome assembly protein 1 like 5",.0014162,.9375608,"Same"
"ENSMUSG00000055436","srsf11","serine/arginine rich splicing factor 11",.3582707,.8835559,"Same"
"ENSMUSG00000055447","cd47","cd47 antigen rh related antigen integrin associated signal transducer ",.022747,.9375608,"Same"
"ENSMUSG00000055485","soga1","suppressor of glucose autophagy associated 1",1.102435,.615027,"Same"
"ENSMUSG00000055491","pprc1","peroxisome proliferative activated receptor gamma coactivator related 1",.0088127,.9592049,"Same"
"ENSMUSG00000055493","epm2a","epilepsy progressive myoclonic epilepsy type 2 gene alpha",.442901,.8772232,"Same"
"ENSMUSG00000055531","cpsf6","cleavage and polyadenylation specific factor 6",.8048724,.7405335,"Same"
"ENSMUSG00000055538","zcchc24","zinc finger cchc domain containing 24",.3335905,.8852965,"Same"
"ENSMUSG00000055553","kxd1","kxdl motif containing 1",.9734451,.6724621,"Same"
"ENSMUSG00000055567","unc80","unc 80 nalcn activator",.021268,.8995337,"Same"
"ENSMUSG00000055609","hba-x","hemoglobin x alpha like embryonic chain in hba complex",.0222,.8832573,"Same"
"ENSMUSG00000055612","cdca7","cell division cycle associated 7",.0786362,.954701,"Same"
"ENSMUSG00000055629","b4galnt4","beta 1 4 n acetyl galactosaminyl transferase 4",1.020779,.3773911,"Same"
"ENSMUSG00000055633","zfp580","zinc finger protein 580",1.260282,.039745,"Different"
"ENSMUSG00000055652","klhl25","kelch like 25",1.418285,.3753861,"Same"
"ENSMUSG00000055653","gpc3","glypican 3",.1681965,.9225526,"Same"
"ENSMUSG00000055660","mettl4","methyltransferase like 4",.0893866,.9592049,"Same"
"ENSMUSG00000055670","zzef1","zinc finger zz type with ef hand domain 1",1.114172,.0305878,"Different"
"ENSMUSG00000055675","kbtbd11","kelch repeat and btb poz domain containing 11",1.098556,.4729758,"Same"
"ENSMUSG00000055707","klhl26","kelch like 26",.0495203,.8776925,"Same"
"ENSMUSG00000055717","slain1","slain motif family member 1",.0050422,.9592049,"Same"
"ENSMUSG00000055723","rras2","related ras viral r ras oncogene 2",1.466304,.0337752,"Different"
"ENSMUSG00000055725","paqr3","progestin and adipoq receptor family member iii",1.419422,.0046101,"Different"
"ENSMUSG00000055733","nap1l3","nucleosome assembly protein 1 like 3",.0010043,.9592049,"Same"
"ENSMUSG00000055745","rtl6","retrotransposon gag like 6",1.612417,.1771189,"Same"
"ENSMUSG00000055761","nkain3","na+/k+ transporting atpase interacting 3",.8478439,.3971993,"Same"
"ENSMUSG00000055762","eef1d","eukaryotic translation elongation factor 1 delta guanine nucleotide exchange protein ",.0871707,.9375608,"Same"
"ENSMUSG00000055782","abcd2","atp binding cassette sub family d ald member 2",1.367616,.0018413,"Different"
"ENSMUSG00000055799","tcf7l1","transcription factor 7 like 1 t cell specific hmg box ",.0010364,.9596648,"Same"
"ENSMUSG00000055805","fmnl1","formin like 1",.0955514,.9191977,"Same"
"ENSMUSG00000055817","mta3","metastasis associated 3",1.313891,.5069538,"Same"
"ENSMUSG00000055835","zfp1","zinc finger protein 1",.0244381,.9592049,"Same"
"ENSMUSG00000055850","rnf181","ring finger protein 181",.0000508,.9644368,"Same"
"ENSMUSG00000055866","per2","period circadian clock 2",.7617471,.7519533,"Same"
"ENSMUSG00000055884","fancm","fanconi anemia complementation group m",2.81e-06,.9662455,"Same"
"ENSMUSG00000055900","tmem69","transmembrane protein 69",.0031874,.9606673,"Same"
"ENSMUSG00000055923","aasdh","aminoadipate semialdehyde dehydrogenase",1.53939,.0180574,"Different"
"ENSMUSG00000055943","emc7","er membrane protein complex subunit 7",.0938438,.9262763,"Same"
"ENSMUSG00000055945","prr18","proline rich 18",1.556555,.1256214,"Same"
"ENSMUSG00000055980","irs1","insulin receptor substrate 1",.0324672,.8815756,"Same"
"ENSMUSG00000055991","zkscan5","zinc finger with krab and scan domains 5",1.379812,.4772612,"Same"
"ENSMUSG00000056004","9330182l06rik","riken cdna 9330182l06 gene",1.560332,.2267553,"Same"
"ENSMUSG00000056073","grik2","glutamate receptor ionotropic kainate 2 beta 2 ",.0321625,.9592049,"Same"
"ENSMUSG00000056076","eif3b","eukaryotic translation initiation factor 3 subunit b",.1037764,.9302112,"Same"
"ENSMUSG00000056091","st3gal5","st3 beta galactoside alpha 2 3 sialyltransferase 5",1.605648,.3273089,"Same"
"ENSMUSG00000056121","fez2","fasciculation and elongation protein zeta 2 zygin ii ",.0000762,.9277219,"Same"
"ENSMUSG00000056124","b4galt6","udp gal:betaglcnac beta 1 4 galactosyltransferase polypeptide 6",.6639334,.5289328,"Same"
"ENSMUSG00000056131","pgm3","phosphoglucomutase 3",.1439649,.9374012,"Same"
"ENSMUSG00000056153","socs6","suppressor of cytokine signaling 6",1.357228,.1228615,"Same"
"ENSMUSG00000056155","nanos3","nanos c2hc type zinc finger 3",1.713343,.0071392,"Different"
"ENSMUSG00000056158","car10","carbonic anhydrase 10",.0001172,.9592049,"Same"
"ENSMUSG00000056167","cnot10","ccr4 not transcription complex subunit 10",1.675779,.0447303,"Different"
"ENSMUSG00000056185","snx32","sorting nexin 32",.0235333,.9592049,"Same"
"ENSMUSG00000056211","r3hdm1","r3h domain containing 1",.2777497,.8565662,"Same"
"ENSMUSG00000056214","pard6g","par 6 family cell polarity regulator gamma",.800403,.7480774,"Same"
"ENSMUSG00000056216","cebpg","ccaat/enhancer binding protein c/ebp gamma",1.503015,.3162622,"Same"
"ENSMUSG00000056220","pla2g4a","phospholipase a2 group iva cytosolic calcium dependent ",.0010041,.9650449,"Same"
"ENSMUSG00000056222","spock1","sparc/osteonectin cwcv and kazal like domains proteoglycan 1",.000533,.9593371,"Same"
"ENSMUSG00000056228","cars2","cysteinyl trna synthetase 2 mitochondrial putative ",1.579427,.0076951,"Different"
"ENSMUSG00000056258","kcnq3","potassium voltage gated channel subfamily q member 3",.783675,.7538643,"Same"
"ENSMUSG00000056267","cep70","centrosomal protein 70",1.763688,.0037021,"Different"
"ENSMUSG00000056268","dennd1b","denn/madd domain containing 1b",1.472104,.0582693,"Same"
"ENSMUSG00000056296","synpr","synaptoporin",.1568433,.8930278,"Same"
"ENSMUSG00000056305","usp39","ubiquitin specific peptidase 39",.0778553,.9592049,"Same"
"ENSMUSG00000056306","sertm1","serine rich and transmembrane domain containing 1",1.680216,.1142637,"Same"
"ENSMUSG00000056367","actr3b","arp3 actin related protein 3b",.0545147,.9248117,"Same"
"ENSMUSG00000056380","gpr50","g protein coupled receptor 50",.040852,.9592049,"Same"
"ENSMUSG00000056394","lig1","ligase i dna atp dependent",3.85e-06,.9668176,"Same"
"ENSMUSG00000056413","adap1","arfgap with dual ph domains 1",.6993389,.803633,"Same"
"ENSMUSG00000056427","slit3","slit guidance ligand 3",1.145135,.5939269,"Same"
"ENSMUSG00000056429","tgoln1","trans golgi network protein",.064346,.9592049,"Same"
"ENSMUSG00000056458","mok","mok protein kinase",.2439686,.8721513,"Same"
"ENSMUSG00000056459","zbtb25","zinc finger and btb domain containing 25",1.357082,.0467956,"Different"
"ENSMUSG00000056481","cd248","cd248 antigen endosialin",.8038291,.748699,"Same"
"ENSMUSG00000056486","chn1","chimerin 1",.0241529,.9592049,"Same"
"ENSMUSG00000056492","adgrf5","adhesion g protein coupled receptor f5",.1163651,.9277219,"Same"
"ENSMUSG00000056501","cebpb","ccaat/enhancer binding protein c/ebp beta",.0000623,.9650449,"Same"
"ENSMUSG00000056531","ccdc18","coiled coil domain containing 18",7.01e-07,.9668809,"Same"
"ENSMUSG00000056536","pign","phosphatidylinositol glycan anchor biosynthesis class n",1.510038,.1226871,"Same"
"ENSMUSG00000056553","ptprn2","protein tyrosine phosphatase receptor type n polypeptide 2",.0000819,.8776925,"Same"
"ENSMUSG00000056596","trnp1","tmf1 regulated nuclear protein 1",.106781,.8788714,"Same"
"ENSMUSG00000056602","fry","fry microtubule binding protein",.0185974,.9014436,"Same"
"ENSMUSG00000056629","fkbp2","fk506 binding protein 2",.0341827,.9592049,"Same"
"ENSMUSG00000056665","them6","thioesterase superfamily member 6",.0008853,.9646559,"Same"
"ENSMUSG00000056666","retsat","retinol saturase all trans retinol 13 14 reductase ",.0007938,.9592049,"Same"
"ENSMUSG00000056679","gpr173","g protein coupled receptor 173",.2977808,.8813708,"Same"
"ENSMUSG00000056692","d17wsu92e","dna segment chr 17 wayne state university 92 expressed",.0992975,.9592049,"Same"
"ENSMUSG00000056724","nbeal2","neurobeachin like 2",1.273468,.0000257,"Different"
"ENSMUSG00000056749","nfil3","nuclear factor interleukin 3 regulated",.0307376,.9592049,"Same"
"ENSMUSG00000056755","grm7","glutamate receptor metabotropic 7",.0013214,.9592049,"Same"
"ENSMUSG00000056758","hmga2","high mobility group at hook 2",.0437776,.9592049,"Same"
"ENSMUSG00000056763","cspp1","centrosome and spindle pole associated protein 1",1.509005,.3989956,"Same"
"ENSMUSG00000056770","setd3","set domain containing 3",.5347583,.8248544,"Same"
"ENSMUSG00000056812","st8sia3","st8 alpha n acetyl neuraminide alpha 2 8 sialyltransferase 3",.4510991,.8772232,"Same"
"ENSMUSG00000056832","ttc26","tetratricopeptide repeat domain 26",.0001309,.9650449,"Same"
"ENSMUSG00000056851","pcbp2","poly rc binding protein 2",.3432368,.8218114,"Same"
"ENSMUSG00000056854","pou3f4","pou domain class 3 transcription factor 4",.6855587,.8251424,"Same"
"ENSMUSG00000056856","jakmip3","janus kinase and microtubule interacting protein 3",.001453,.9592049,"Same"
"ENSMUSG00000056870","gulp1","gulp engulfment adaptor ptb domain containing 1",.0606628,.8995337,"Same"
"ENSMUSG00000056900","usp13","ubiquitin specific peptidase 13 isopeptidase t 3 ",1.091663,4.10e-09,"Different"
"ENSMUSG00000056919","cep162","centrosomal protein 162",.0605647,.9537968,"Same"
"ENSMUSG00000056938","acbd4","acyl coenzyme a binding domain containing 4",.0830624,.9405856,"Same"
"ENSMUSG00000056941","commd7","comm domain containing 7",1.186708,.008283,"Different"
"ENSMUSG00000056947","mab21l1","mab 21 like 1 c elegans ",.008216,.9592049,"Same"
"ENSMUSG00000056962","jmjd6","jumonji domain containing 6",1.299901,.0009355,"Different"
"ENSMUSG00000056999","ide","insulin degrading enzyme",.4229995,.8227003,"Same"
"ENSMUSG00000057054","inca1","inhibitor of cdk cyclin a1 interacting protein 1",.011136,.9592049,"Same"
"ENSMUSG00000057060","slc35f3","solute carrier family 35 member f3",.9683346,.7052715,"Same"
"ENSMUSG00000057069","ero1lb","ero1 like beta s cerevisiae ",1.065056,.6238236,"Same"
"ENSMUSG00000057098","ebf1","early b cell factor 1",1.214309,.4814138,"Same"
"ENSMUSG00000057101","zfp180","zinc finger protein 180",1.394724,.0007418,"Different"
"ENSMUSG00000057110","cntrl","centriolin",.0270842,.9357217,"Same"
"ENSMUSG00000057130","txnl4a","thioredoxin like 4a",1.761562,3.76e-08,"Different"
"ENSMUSG00000057133","chd6","chromodomain helicase dna binding protein 6",1.204656,.0016267,"Different"
"ENSMUSG00000057134","ado","2 aminoethanethiol cysteamine dioxygenase",1.53589,.0342908,"Different"
"ENSMUSG00000057147","dph6","diphthamine biosynthesis 6",.1112821,.8776925,"Same"
"ENSMUSG00000057156","homez","homeodomain leucine zipper encoding gene",1.166664,.2317763,"Same"
"ENSMUSG00000057181","5730455p16rik","riken cdna 5730455p16 gene",1.383612,2.58e-08,"Different"
"ENSMUSG00000057182","scn3a","sodium channel voltage gated type iii alpha",.0176921,.9592049,"Same"
"ENSMUSG00000057230","aak1","ap2 associated kinase 1",.0043161,.9592049,"Same"
"ENSMUSG00000057234","mettl15","methyltransferase like 15",.0220787,.9592049,"Same"
"ENSMUSG00000057236","rbbp4","retinoblastoma binding protein 4 chromatin remodeling factor",.7937955,.7436292,"Same"
"ENSMUSG00000057246","bc051142","cdna sequence bc051142",1.52627,.0067793,"Different"
"ENSMUSG00000057329","bcl2","b cell leukemia/lymphoma 2",.0155551,.8746549,"Same"
"ENSMUSG00000057335","cep170","centrosomal protein 170",.1937817,.9281041,"Same"
"ENSMUSG00000057337","chst3","carbohydrate sulfotransferase 3",.1138656,.9401528,"Same"
"ENSMUSG00000057363","uxs1","udp glucuronate decarboxylase 1",.0036371,.9592049,"Same"
"ENSMUSG00000057375","yipf1","yip1 domain family member 1",.9782663,.4613053,"Same"
"ENSMUSG00000057378","ryr3","ryanodine receptor 3",.0154624,.9592049,"Same"
"ENSMUSG00000057388","mrpl18","mitochondrial ribosomal protein l18",1.687069,.0000166,"Different"
"ENSMUSG00000057406","nsd2","nuclear receptor binding set domain protein 2",.4276675,.8772232,"Same"
"ENSMUSG00000057440","mpp7","membrane protein palmitoylated 7 maguk p55 subfamily member 7 ",1.820582,.0007051,"Different"
"ENSMUSG00000057455","rit2","ras like without caax 2",.0733434,.959024,"Same"
"ENSMUSG00000057469","e2f6","e2f transcription factor 6",.2762235,.8738035,"Same"
"ENSMUSG00000057531","dtnbp1","dystrobrevin binding protein 1",.0795656,.9592049,"Same"
"ENSMUSG00000057551","zfp317","zinc finger protein 317",.4879639,.8235413,"Same"
"ENSMUSG00000057554","lgals8","lectin galactose binding soluble 8",.0176139,.9592049,"Same"
"ENSMUSG00000057572","zbtb8os","zinc finger and btb domain containing 8 opposite strand",1.707752,.0333706,"Different"
"ENSMUSG00000057594","arl16","adp ribosylation factor like 16",.1755732,.9347096,"Same"
"ENSMUSG00000057614","gnai1","guanine nucleotide binding protein g protein alpha inhibiting 1",1.293084,.3663125,"Same"
"ENSMUSG00000057615","ldoc1","regulator of nfkb signaling",1.183279,.3698449,"Same"
"ENSMUSG00000057637","prdm2","pr domain containing 2 with znf domain",1.331239,.0004431,"Different"
"ENSMUSG00000057649","brd9","bromodomain containing 9",1.408375,.0004744,"Different"
"ENSMUSG00000057672","pkn1","protein kinase n1",.576519,.5250353,"Same"
"ENSMUSG00000057691","zfp746","zinc finger protein 746",1.262915,.1629636,"Same"
"ENSMUSG00000057706","mex3b","mex3 rna binding family member b",.0063407,.9592049,"Same"
"ENSMUSG00000057715","a830018l16rik","riken cdna a830018l16 gene",1.124883,.2714267,"Same"
"ENSMUSG00000057716","tmem178b","transmembrane protein 178b",.7816453,.7238433,"Same"
"ENSMUSG00000057729","prtn3","proteinase 3",1.660137,1.25e-07,"Different"
"ENSMUSG00000057738","sptan1","spectrin alpha non erythrocytic 1",.4383995,.8206915,"Same"
"ENSMUSG00000057751","megf6","multiple egf like domains 6",.0001827,.9650449,"Same"
"ENSMUSG00000057766","ankrd29","ankyrin repeat domain 29",.1411881,.8746549,"Same"
"ENSMUSG00000057778","cyb5d2","cytochrome b5 domain containing 2",.014032,.9405856,"Same"
"ENSMUSG00000057788","ddx49","dead asp glu ala asp box polypeptide 49",1.124058,.0005527,"Different"
"ENSMUSG00000057789","bak1","bcl2 antagonist/killer 1",1.508215,.1581081,"Same"
"ENSMUSG00000057841","rpl32","ribosomal protein l32",1.368915,.0747523,"Same"
"ENSMUSG00000057894","zfp329","zinc finger protein 329",.014924,.9592049,"Same"
"ENSMUSG00000057895","zfp105","zinc finger protein 105",1.843588,.1066946,"Same"
"ENSMUSG00000057897","camk2b","calcium/calmodulin dependent protein kinase ii beta",.0064673,.9592049,"Same"
"ENSMUSG00000057914","cacnb2","calcium channel voltage dependent beta 2 subunit",.0126708,.8776925,"Same"
"ENSMUSG00000057948","unc13d","unc 13 homolog d",1.802771,.0008136,"Different"
"ENSMUSG00000057963","itpk1","inositol 1 3 4 triphosphate 5/6 kinase",.2066247,.8738035,"Same"
"ENSMUSG00000058013","sept11","septin 11",1.833709,.1429994,"Same"
"ENSMUSG00000058056","palld","palladin cytoskeletal associated protein",.0024845,.9650449,"Same"
"ENSMUSG00000058076","sdhc","succinate dehydrogenase complex subunit c integral membrane protein",.2274509,.8818451,"Same"
"ENSMUSG00000058153","sez6l","seizure related 6 homolog like",.055046,.9090952,"Same"
"ENSMUSG00000058248","kcnh1","potassium voltage gated channel subfamily h eag related member 1",.8292306,.7594789,"Same"
"ENSMUSG00000058290","espl1","extra spindle pole bodies 1 separase",.0005347,.9650449,"Same"
"ENSMUSG00000058297","spock2","sparc/osteonectin cwcv and kazal like domains proteoglycan 2",.7072882,.8016598,"Same"
"ENSMUSG00000058298","mcm9","minichromosome maintenance 9 homologous recombination repair factor",.5168974,.8738035,"Same"
"ENSMUSG00000058301","upf1","upf1 regulator of nonsense transcripts homolog yeast ",.9159018,.548852,"Same"
"ENSMUSG00000058317","ube2e2","ubiquitin conjugating enzyme e2e 2",1.70926,.2180094,"Same"
"ENSMUSG00000058318","phf21a","phd finger protein 21a",.000634,.9592049,"Same"
"ENSMUSG00000058325","dock1","dedicator of cytokinesis 1",.0070959,.9593371,"Same"
"ENSMUSG00000058355","abce1","atp binding cassette sub family e oabp member 1",.6139198,.7922403,"Same"
"ENSMUSG00000058388","phtf1","putative homeodomain transcription factor 1",1.488143,.0706482,"Same"
"ENSMUSG00000058392","rrp1b","ribosomal rna processing 1 homolog b s cerevisiae ",.2605893,.9122854,"Same"
"ENSMUSG00000058402","zfp420","zinc finger protein 420",1.671937,.0059758,"Different"
"ENSMUSG00000058420","syt17","synaptotagmin xvii",.7396031,.7557201,"Same"
"ENSMUSG00000058440","nrf1","nuclear respiratory factor 1",.0501684,.9592049,"Same"
"ENSMUSG00000058441","panx2","pannexin 2",.2000742,.8788714,"Same"
"ENSMUSG00000058444","map2k5","mitogen activated protein kinase kinase 5",.6187533,.8237354,"Same"
"ENSMUSG00000058446","znrf2","zinc and ring finger 2",.6722321,.7794205,"Same"
"ENSMUSG00000058454","dhcr7","7 dehydrocholesterol reductase",1.061082,.4800294,"Same"
"ENSMUSG00000058498","rnf207","ring finger protein 207",.1312405,.8746549,"Same"
"ENSMUSG00000058503","fam133b","family with sequence similarity 133 member b",.0064149,.9569656,"Same"
"ENSMUSG00000058558","rpl5","ribosomal protein l5",.0128119,.9592049,"Same"
"ENSMUSG00000058571","gpc6","glypican 6",.0188527,.9592049,"Same"
"ENSMUSG00000058586","serhl","serine hydrolase like",1.71873,.0224174,"Different"
"ENSMUSG00000058587","tmod3","tropomodulin 3",1.098004,.6401031,"Same"
"ENSMUSG00000058589","anks1b","ankyrin repeat and sterile alpha motif domain containing 1b",.0009176,.9596648,"Same"
"ENSMUSG00000058600","rpl30","ribosomal protein l30",1.733423,.1372023,"Same"
"ENSMUSG00000058624","gda","guanine deaminase",.4523858,.8479523,"Same"
"ENSMUSG00000058655","eif4b","eukaryotic translation initiation factor 4b",1.477108,.4244309,"Same"
"ENSMUSG00000058656","samd12","sterile alpha motif domain containing 12",1.336282,.4930142,"Same"
"ENSMUSG00000058669","nkx2-9","nk2 homeobox 9",.2018252,.9299356,"Same"
"ENSMUSG00000058672","tubb2a","tubulin beta 2a class iia",.0788022,.9045464,"Same"
"ENSMUSG00000058690","ccser2","coiled coil serine rich 2",.0099364,.8973586,"Same"
"ENSMUSG00000058704","memo1","mediator of cell motility 1",1.382008,.0429737,"Different"
"ENSMUSG00000058706","0610030e20rik","riken cdna 0610030e20 gene",1.479821,.4244309,"Same"
"ENSMUSG00000058715","fcer1g","fc receptor ige high affinity i gamma polypeptide",1.079381,.6366378,"Same"
"ENSMUSG00000058729","lin9","lin 9 homolog c elegans ",.0005864,.9592049,"Same"
"ENSMUSG00000058740","kcnt1","potassium channel subfamily t member 1",.3836217,.8788714,"Same"
"ENSMUSG00000058756","thra","thyroid hormone receptor alpha",.4137933,.8576186,"Same"
"ENSMUSG00000058761","rnf169","ring finger protein 169",1.412436,.0538225,"Same"
"ENSMUSG00000058793","cds2","cdp diacylglycerol synthase phosphatidate cytidylyltransferase 2",.0147865,.8941423,"Same"
"ENSMUSG00000058799","nap1l1","nucleosome assembly protein 1 like 1",.5072979,.8746549,"Same"
"ENSMUSG00000058806","col13a1","collagen type xiii alpha 1",1.325214,.3817483,"Same"
"ENSMUSG00000058835","abi1","abl interactor 1",.0516108,.8817207,"Same"
"ENSMUSG00000058881","zfp516","zinc finger protein 516",.0027941,.9644368,"Same"
"ENSMUSG00000058886","deaf1","deaf1 transcription factor",1.490053,.1462897,"Same"
"ENSMUSG00000058897","col25a1","collagen type xxv alpha 1",1.197617,1.16e-06,"Different"
"ENSMUSG00000058966","fam57b","family with sequence similarity 57 member b",.0023775,.9592049,"Same"
"ENSMUSG00000058975","kcnc1","potassium voltage gated channel shaw related subfamily member 1",.1492341,.9375608,"Same"
"ENSMUSG00000058979","hdhd5","haloacid dehalogenase like hydrolase domain containing 5",1.497462,2.89e-08,"Different"
